날짜,지역,최저온도,최고온도,강수량,증발,풍향,풍속,습도,기압,구름,온도,금일 비 여부,내일 비 여부
2009-06-03,Dartmoor,10.1,15.4,0,0.2,NA,0,80,1018,NA,14.9,No,No
2009-06-04,Dartmoor,7.8,15.6,0,0.4,NNW,13,76,1016.1,NA,14.8,No,No
2009-06-05,Dartmoor,3.2,15.8,0.4,0.8,N,9,78,1014.6,NA,15,No,No
2009-06-06,Dartmoor,5.7,12,0.6,1,ENE,17,88,1007.3,NA,11.2,No,Yes
2009-06-07,Dartmoor,4.7,13.3,1.4,1,S,6,93,1005.1,NA,10.7,Yes,Yes
2009-06-08,Dartmoor,7.2,12.2,9.2,0.8,SW,19,92,1007.4,NA,9.9,Yes,Yes
2009-06-09,Dartmoor,6.1,11.7,17.6,0.6,WSW,26,81,1010.9,NA,8.8,Yes,Yes
2009-06-10,Dartmoor,4.1,11.7,2,1.2,SSW,11,74,1023.2,NA,10.7,Yes,No
2009-06-11,Dartmoor,5.2,12.3,0.8,1.2,NNW,24,65,1022.4,NA,11.1,No,No
2009-06-12,Dartmoor,2.9,11.7,0,1.6,N,17,72,1014.4,NA,11.4,No,Yes
2009-06-13,Dartmoor,6.2,12.6,1.4,2.2,NNE,22,72,1003.7,NA,12.1,Yes,Yes
2009-06-14,Dartmoor,7.7,13.4,10.8,2,NE,13,80,1006.3,NA,13.2,Yes,No
2009-06-15,Dartmoor,2.3,15.9,0.2,0.4,ESE,9,65,1015.6,NA,15.7,No,No
2009-06-16,Dartmoor,1.7,15.8,0.2,0.6,NNW,6,67,1023.8,NA,15.3,No,No
2009-06-17,Dartmoor,0,15.3,0.4,0.8,NNW,7,70,1027.3,NA,14.8,No,No
2009-06-18,Dartmoor,1.7,14.8,0,1,N,11,65,1026.7,NA,14.6,No,No
2009-06-19,Dartmoor,0.6,14.8,0.2,1.2,NNE,19,69,1022.6,NA,14,No,No
2009-06-20,Dartmoor,2.2,16,0,2,N,26,63,1010.2,NA,15.7,No,No
2009-06-21,Dartmoor,3.3,16.8,0.2,2.6,NE,13,63,1015.5,NA,16.6,No,No
2009-06-22,Dartmoor,5.8,16.7,0.2,0.6,NNE,20,63,1012.5,NA,16.4,No,Yes
2009-06-23,Dartmoor,8.5,14.6,14.4,1.4,N,17,54,1010.1,NA,13.7,Yes,No
2009-06-24,Dartmoor,3.5,14.3,0.4,1.4,NNW,15,82,1012,NA,12.3,No,No
2009-06-25,Dartmoor,4.1,13.3,0,1.2,NNW,11,83,1009.6,NA,13,No,No
2009-06-26,Dartmoor,1.5,14.8,0.2,0.8,S,13,79,1005.4,NA,14.4,No,No
2009-06-27,Dartmoor,1.9,15.3,0.8,0.2,NA,0,74,1006.3,NA,14.2,No,No
2009-06-28,Dartmoor,2.9,14.6,0,1.2,N,22,82,1000.2,NA,14.1,No,Yes
2009-06-29,Dartmoor,8.1,17.8,1.8,1,NNW,24,77,1001.1,NA,15.9,Yes,No
2009-06-30,Dartmoor,11.9,18.6,0.4,2.6,N,19,95,987.8,NA,10.9,No,Yes
2009-07-01,Dartmoor,8,14.7,22.6,0.8,W,35,76,999,NA,12.6,Yes,Yes
2009-07-02,Dartmoor,7.5,12.1,9.4,1.2,W,30,89,1002.3,NA,11.7,Yes,Yes
2009-07-03,Dartmoor,8.4,13.8,13.8,1.4,SW,28,79,1015.7,NA,12.9,Yes,Yes
2009-07-04,Dartmoor,10.1,13.1,5.2,0.6,SSW,28,94,1019.8,NA,11.3,Yes,Yes
2009-07-05,Dartmoor,7,12.4,2,1,SW,13,74,1023,NA,11,Yes,No
2009-07-06,Dartmoor,6.7,12.8,0,0.4,S,17,81,1023.4,NA,11.9,No,Yes
2009-07-07,Dartmoor,2.3,12.3,1.2,1,NE,13,71,1023.1,NA,10.6,Yes,No
2009-07-08,Dartmoor,0.6,13.4,0,0.4,NNE,15,69,1024.6,NA,12.1,No,No
2009-07-09,Dartmoor,1.7,15.3,0,2,NNE,17,66,1023.3,NA,14.8,No,No
2009-07-10,Dartmoor,4.5,12.8,0.2,2.4,NNE,20,82,1012.9,NA,11.5,No,Yes
2009-07-11,Dartmoor,10.1,11.9,8.6,3.2,N,24,95,1002.4,NA,11.1,Yes,Yes
2009-07-12,Dartmoor,7.1,13.9,22.8,0.4,NW,15,93,1001,NA,11.5,Yes,Yes
2009-07-13,Dartmoor,6.6,12.9,8.4,0.8,WNW,17,76,1002,NA,12,Yes,No
2009-07-14,Dartmoor,5.5,12.5,1,0.8,NW,9,77,1002.9,NA,11.1,No,Yes
2009-07-15,Dartmoor,2.2,13,1.2,0.6,NNW,7,85,1009.6,NA,11.8,Yes,Yes
2009-07-16,Dartmoor,1,14.9,7,0.4,SSE,11,86,1018.3,NA,12,Yes,No
2009-07-17,Dartmoor,0.1,13.8,0.8,0.8,NNE,11,71,1019,NA,13.5,No,No
2009-07-18,Dartmoor,1.9,13.6,0,0.8,N,19,77,1010.2,NA,12.9,No,Yes
2009-07-19,Dartmoor,8.7,16.2,2,1.6,NNW,22,84,1011,NA,15.3,Yes,No
2009-07-20,Dartmoor,10.4,15.8,0.4,2.8,NNW,28,65,1008.3,NA,15.3,No,No
2009-07-21,Dartmoor,9.3,16,0,1.8,N,22,56,1003.6,NA,15.4,No,Yes
2009-07-22,Dartmoor,8.1,10.2,4,2.4,S,15,93,1005,NA,9.6,Yes,Yes
2009-07-23,Dartmoor,-0.2,13.3,8.2,1.6,WNW,7,76,1022,NA,11.3,Yes,No
2009-07-24,Dartmoor,0.4,12.3,0.8,0.6,N,26,67,1019.1,NA,11.6,No,Yes
2009-07-25,Dartmoor,6.4,15.9,15.4,1,NNW,22,59,1015.5,NA,15.7,Yes,No
2009-07-26,Dartmoor,7.2,12.8,0,1.8,NW,13,82,1012,NA,12.2,No,Yes
2009-07-27,Dartmoor,5.9,14.3,4.8,1,W,22,79,1017.4,NA,12.8,Yes,Yes
2009-07-28,Dartmoor,6.9,14.7,1.6,1.2,W,24,87,1019.8,NA,13.5,Yes,Yes
2009-07-29,Dartmoor,8.1,14.1,6.2,1.4,W,19,87,1024.1,NA,13.3,Yes,Yes
2009-07-30,Dartmoor,7.7,14.1,3.4,0.6,WNW,28,92,1019.3,NA,13.1,Yes,Yes
2009-07-31,Dartmoor,6.1,14.9,8.2,0.6,WSW,17,80,1020.8,NA,13.5,Yes,Yes
2009-08-01,Dartmoor,7.9,14.8,2.4,1.6,W,17,89,1022.8,NA,13.1,Yes,Yes
2009-08-02,Dartmoor,9.3,14.4,5.8,1.6,NNW,35,76,1017.4,NA,13.6,Yes,Yes
2009-08-03,Dartmoor,5.7,13.4,13.6,2.2,NW,20,63,1021.1,NA,12.6,Yes,Yes
2009-08-04,Dartmoor,7.6,14.2,3.2,1.8,W,17,75,1016.7,NA,12.9,Yes,No
2009-08-05,Dartmoor,6.8,15.5,1,1.6,NNW,24,71,1015.2,NA,14.7,No,No
2009-08-06,Dartmoor,9.3,18.7,0,2.2,NNW,33,55,1003.9,NA,17.4,No,Yes
2009-08-07,Dartmoor,7.3,13.1,9.2,3.6,SW,20,59,1020.5,NA,12.3,Yes,No
2009-08-08,Dartmoor,4.2,14,0.2,2.2,NNW,19,63,1019.7,NA,13.3,No,No
2009-08-09,Dartmoor,3.9,12.2,0,2.4,N,7,72,1013.8,NA,11.9,No,Yes
2009-08-10,Dartmoor,6.5,12.7,1.4,1.2,NE,6,83,1009,NA,11.4,Yes,Yes
2009-08-11,Dartmoor,8.3,16.4,2.6,0.6,ENE,17,70,1008.6,NA,15,Yes,Yes
2009-08-12,Dartmoor,4.4,16.9,1.2,2,SE,24,85,1011.4,NA,14.4,Yes,No
2009-08-13,Dartmoor,6.8,16.5,0.8,1.4,WNW,20,74,1014.8,NA,14.8,No,No
2009-08-14,Dartmoor,6.4,17.2,0.4,0.6,N,20,67,1015.3,NA,16.9,No,No
2009-08-15,Dartmoor,8.5,22.8,0.2,2.8,N,26,49,1004.1,NA,22.1,No,Yes
2009-08-16,Dartmoor,10.9,14,1.6,5.8,NW,28,85,1000.7,NA,9.7,Yes,Yes
2009-08-17,Dartmoor,5.4,15.2,13.2,1.8,WNW,31,67,1018.1,NA,14.3,Yes,Yes
2009-08-18,Dartmoor,7.8,17.4,1.8,2.6,NW,20,67,1022.2,NA,16.1,Yes,No
2009-08-19,Dartmoor,10,20.3,0,1.6,N,26,51,1014.5,NA,19.9,No,No
2009-08-20,Dartmoor,10.5,19,0.8,2.8,NNW,13,54,1009.3,NA,18.3,No,Yes
2009-08-21,Dartmoor,9.9,12.7,8.8,3.2,WSW,30,80,1001.3,NA,9.9,Yes,Yes
2009-08-22,Dartmoor,4.6,15.1,2,2.6,NNW,30,65,1002.1,NA,14.2,Yes,Yes
2009-08-23,Dartmoor,7.5,16.3,6,3,NNW,37,64,998.3,NA,16.1,Yes,Yes
2009-08-24,Dartmoor,7.2,13,15.8,4.2,NW,31,78,992.8,NA,12.6,Yes,Yes
2009-08-25,Dartmoor,4.8,12.5,19,2.2,W,56,89,999.1,NA,6.9,Yes,Yes
2009-08-26,Dartmoor,5.8,14.2,6.8,2.6,WNW,48,70,1008.7,NA,13.7,Yes,Yes
2009-08-27,Dartmoor,9.6,15.3,2.4,2.4,WNW,26,87,1007.6,NA,14.7,Yes,Yes
2009-08-28,Dartmoor,8.9,17.9,4.2,1.4,NNW,24,64,1007,NA,17.7,Yes,Yes
2009-08-29,Dartmoor,10.5,13.8,6.6,1.4,WSW,28,94,999.6,NA,10.1,Yes,Yes
2009-08-30,Dartmoor,4.5,13.7,7,1.8,WNW,33,80,1012.6,NA,12.8,Yes,Yes
2009-08-31,Dartmoor,9.1,15.2,4.4,1.4,WSW,30,72,1015.6,NA,13.7,Yes,No
2009-09-01,Dartmoor,6.5,14.8,1,1.8,NNW,13,69,1019.2,NA,13.6,No,No
2009-09-02,Dartmoor,5.9,19.8,0.6,2.6,NNE,24,60,1010.7,NA,18.8,No,No
2009-09-03,Dartmoor,10.1,16.2,0,4.4,NNW,31,73,1007.2,NA,13.8,No,Yes
2009-09-04,Dartmoor,7.6,13.6,7.4,3.6,WNW,31,62,1010.7,NA,13.1,Yes,Yes
2009-09-05,Dartmoor,6.8,14,4.6,1.6,W,24,76,1014.2,NA,12.7,Yes,No
2009-09-06,Dartmoor,4.8,13.8,0,2.8,NNW,20,73,1002.2,NA,13,No,Yes
2009-09-07,Dartmoor,8.7,15.7,6.6,0.6,SSW,28,71,1006.8,NA,14.6,Yes,Yes
2009-09-08,Dartmoor,9.4,13.9,1.2,3,SW,19,79,1017.4,NA,11.9,Yes,No
2009-09-09,Dartmoor,6,14.8,0,0.2,SW,20,71,1016.4,NA,14.1,No,No
2009-09-10,Dartmoor,7.3,15.3,0.4,1.4,WNW,11,66,1016.9,NA,13.3,No,No
2009-09-11,Dartmoor,6.6,23.7,0.2,2.8,N,39,29,1002.3,NA,23.7,No,No
2009-09-12,Dartmoor,10.3,26.5,0,5.4,NNW,33,37,1001.5,NA,25.9,No,Yes
2009-09-13,Dartmoor,9.7,16.7,2.4,6.6,WNW,35,83,1012.4,NA,11.9,Yes,Yes
2009-09-14,Dartmoor,2.9,14.5,2.6,2.4,WNW,24,62,1021.2,NA,13.3,Yes,No
2009-09-15,Dartmoor,1,17.6,0,2.4,NW,22,49,1016.9,NA,17.4,No,No
2009-09-16,Dartmoor,4.1,18.6,0,3.6,N,20,50,1010.9,NA,17.5,No,Yes
2009-09-17,Dartmoor,12.1,15.4,18.8,0.6,SSW,31,78,1014.6,NA,13.3,Yes,No
2009-09-18,Dartmoor,3.7,18.4,0.6,2.8,NNE,9,57,1017.1,NA,18,No,No
2009-09-19,Dartmoor,10.2,17.6,0.2,2.2,WNW,33,58,1012.9,NA,15.8,No,No
2009-09-20,Dartmoor,3.9,16,0,3.2,WNW,33,61,1013.4,NA,15.8,No,No
2009-09-21,Dartmoor,2.9,16.1,0.6,1.6,E,17,68,1003.8,NA,14.7,No,Yes
2009-09-22,Dartmoor,9.8,16.9,27.8,5,SW,20,77,995.4,NA,15.7,Yes,No
2009-09-23,Dartmoor,9,15.4,0.6,1.4,WSW,35,78,1008.8,NA,12.7,No,Yes
2009-09-24,Dartmoor,10.5,17.6,7.2,2.2,NW,33,62,1007.1,NA,17.5,Yes,No
2009-09-25,Dartmoor,11,14.6,0.2,4.4,W,24,74,998,NA,12.7,No,Yes
2009-09-26,Dartmoor,5.7,12.6,8.6,2.8,SW,35,68,1009.3,NA,11,Yes,Yes
2009-09-27,Dartmoor,6,11.9,7.2,2.4,SW,30,73,1016.9,NA,10.5,Yes,No
2009-09-28,Dartmoor,8.5,14.6,0.2,2,WSW,17,66,1015.2,NA,13.6,No,No
2009-09-29,Dartmoor,3.4,19.5,0,1.2,NNW,22,53,1008.9,NA,19,No,No
2009-09-30,Dartmoor,9.7,17.3,0,5.4,NNW,7,68,1005.7,NA,16.1,No,No
2009-10-01,Dartmoor,6.5,15,0,2.2,SW,24,61,1012.7,NA,13.8,No,No
2009-10-02,Dartmoor,7.6,13.5,0.2,1.6,S,20,66,1015.5,NA,11.9,No,No
2009-10-03,Dartmoor,6.2,14.9,0.4,2,S,22,70,1018.7,NA,13.4,No,No
2009-10-04,Dartmoor,1.8,14.7,0,1.8,S,9,80,1020.7,NA,13.9,No,No
2009-10-05,Dartmoor,4.8,15.5,1,2.4,SW,28,71,1024.4,NA,13.3,No,Yes
2009-10-06,Dartmoor,7,14.1,6.4,2,S,22,74,1026.4,NA,11.6,Yes,No
2009-10-07,Dartmoor,3.6,13.6,0.8,2.8,SSE,31,66,1028.4,NA,11.7,No,No
2009-10-08,Dartmoor,5.9,13.3,0.6,2.4,S,22,68,1030.1,NA,11.8,No,No
2009-10-09,Dartmoor,2.2,16.2,0.2,1.8,ESE,22,62,1029.3,NA,15.6,No,No
2009-10-10,Dartmoor,5.6,18.5,0,3,SE,15,51,1025.1,NA,17.2,No,No
2009-10-11,Dartmoor,6,22,0,3.8,NNE,22,35,1012.4,NA,21.3,No,Yes
2009-10-12,Dartmoor,11.7,14.5,1.2,4.6,NNW,28,78,997.9,NA,12.7,Yes,Yes
2009-10-13,Dartmoor,7.7,14.5,7.2,3.2,NNW,17,93,991.3,NA,11.3,Yes,Yes
2009-10-14,Dartmoor,7.3,15,9.6,3.2,WSW,31,76,1006.4,NA,13.3,Yes,Yes
2009-10-15,Dartmoor,8.8,14.2,13.8,1.8,WSW,37,74,1011.5,NA,11.8,Yes,Yes
2009-10-16,Dartmoor,7.9,15.9,6.4,3.2,SSW,22,73,1021,NA,13.9,Yes,Yes
2009-10-17,Dartmoor,7.4,15.4,2.2,1.4,SW,11,61,1027.4,NA,14.1,Yes,No
2009-10-18,Dartmoor,8.7,16.2,0,2.8,W,13,64,1027.7,NA,15.4,No,No
2009-10-19,Dartmoor,3.7,22,0,0.6,NW,19,58,1022.2,NA,21,No,No
2009-10-20,Dartmoor,10.3,20.4,0,5.2,SW,19,78,1016,NA,17.7,No,No
2009-10-21,Dartmoor,6.3,16.8,0.2,3.6,SW,19,56,1023,NA,16.2,No,No
2009-10-22,Dartmoor,2.7,19.4,0,3.2,ESE,9,61,1022.1,NA,18.8,No,No
2009-10-23,Dartmoor,4.6,19.5,0,3,S,17,59,1022.7,NA,17.6,No,No
2009-10-24,Dartmoor,4.1,18.3,0,4,SSW,19,66,1020.4,NA,15.8,No,No
2009-10-25,Dartmoor,7.7,15.6,0,3.2,S,31,58,1025.2,NA,14.1,No,No
2009-10-26,Dartmoor,8.5,16.7,0,4.8,SE,26,66,1027.6,NA,16.4,No,No
2009-10-27,Dartmoor,5.7,22.1,0,3.8,NW,9,58,1023.7,NA,21.7,No,No
2009-10-28,Dartmoor,10.6,21.9,0,2.4,SE,22,70,1022.6,NA,20.8,No,No
2009-10-29,Dartmoor,10.2,31.2,0,3.4,NW,20,42,1016.1,NA,28.6,No,No
2009-10-30,Dartmoor,17.2,31.9,0,8,NW,24,46,1014.7,NA,31.5,No,No
2009-10-31,Dartmoor,13.5,22.9,0,5.6,SW,17,75,1018.2,NA,21.8,No,No
2009-11-01,Dartmoor,13.8,23.6,0,2.2,SSE,6,67,1020.4,NA,23,No,No
2009-11-02,Dartmoor,10.8,32.5,0,2.8,ENE,22,51,1010.6,NA,29.4,No,Yes
2009-11-03,Dartmoor,12.1,16.4,1.8,6,SW,33,78,1016.1,NA,14.6,Yes,No
2009-11-04,Dartmoor,7.8,15,0.8,0.8,WSW,24,63,1021.8,NA,13.9,No,No
2009-11-05,Dartmoor,8.9,17.4,0.2,3.2,ESE,11,58,1024.2,NA,16.5,No,No
2009-11-06,Dartmoor,2.5,25.5,0,3.4,NNE,9,32,1022.5,NA,23.2,No,No
2009-11-07,Dartmoor,8,31.9,0,2.2,W,15,23,1022.8,NA,31,No,No
2009-11-08,Dartmoor,13.1,34.8,0,7.6,ENE,15,24,1022.9,NA,33.9,No,No
2009-11-09,Dartmoor,14,35.5,0,10,NE,4,22,1020.3,NA,34.8,No,No
2009-11-10,Dartmoor,16.1,34.4,0,8.2,SSW,20,28,1017.9,NA,33.8,No,No
2009-11-11,Dartmoor,14.6,35.6,0,8,SSW,20,30,1019.4,NA,33.3,No,No
2009-11-12,Dartmoor,13.7,30.6,0,6.2,SSW,17,35,1019.6,NA,28.6,No,No
2009-11-13,Dartmoor,10.9,32.5,0,5.8,WNW,9,23,1016.3,NA,31.4,No,No
2009-11-14,Dartmoor,11,33.5,0,6.4,WSW,20,23,1012.3,NA,32.2,No,No
2009-11-15,Dartmoor,12.2,34.8,0,8,W,15,28,1009.4,NA,32.8,No,No
2009-11-16,Dartmoor,15.2,20.9,0,6.8,SSW,24,51,1010.8,NA,20.8,No,No
2009-11-17,Dartmoor,13.3,23.1,0,4.6,SSE,13,55,1009.9,NA,20.9,No,No
2009-11-18,Dartmoor,9.8,31.7,0,4.2,N,7,27,1003.6,NA,31.3,No,No
2009-11-19,Dartmoor,11.9,35.5,0,4.4,WNW,20,27,1005.2,NA,33,No,No
2009-11-20,Dartmoor,21.2,26.7,0,12.4,WSW,19,89,1007.7,NA,19.9,No,Yes
2009-11-21,Dartmoor,14.3,19,2.8,2.6,WSW,13,73,1007.2,NA,18.5,Yes,Yes
2009-11-22,Dartmoor,13.4,18.8,12.8,1.8,SW,31,69,1010.9,NA,16.8,Yes,No
2009-11-23,Dartmoor,6.6,21.2,0,5.2,SW,19,51,1024.6,NA,19.1,No,No
2009-11-24,Dartmoor,8.2,24.7,0.2,5.4,SW,24,52,1023.4,NA,22.6,No,No
2009-11-25,Dartmoor,12.6,27.2,0,6.2,SSW,22,62,1017.7,NA,23.9,No,No
2009-11-26,Dartmoor,16,25.9,0,4.2,N,11,76,1005.2,NA,24.5,No,Yes
2009-11-27,Dartmoor,15.9,30.4,3,1.8,NNE,11,44,1002.8,NA,28.3,Yes,Yes
2009-11-28,Dartmoor,11.7,19.7,9.2,7.6,N,26,69,996.3,NA,18.3,Yes,Yes
2009-11-29,Dartmoor,12,20.7,4.8,3.4,SSW,28,62,1008.5,NA,19.4,Yes,No
2009-11-30,Dartmoor,12.6,21.7,0.2,2.6,SSE,24,58,1017,NA,19.9,No,No
2009-12-01,Dartmoor,7.4,24.5,0,3.8,SE,26,46,1020.1,NA,22.7,No,No
2009-12-02,Dartmoor,8.9,30.7,0,7,NNW,15,19,1016.1,NA,28.7,No,No
2009-12-03,Dartmoor,15.3,20.6,0,9.2,SW,30,53,1017.8,NA,18.5,No,No
2009-12-04,Dartmoor,7.3,21.2,0,5.4,SW,26,51,1019.7,NA,18.6,No,No
2009-12-05,Dartmoor,11.1,20.6,0,5.2,WSW,22,61,1018.5,NA,18.4,No,No
2009-12-06,Dartmoor,13,21.9,0,4,SW,17,56,1015.2,NA,20.7,No,No
2009-12-07,Dartmoor,9.5,17.9,0,4,SSW,13,88,1013.4,NA,16.3,No,Yes
2009-12-08,Dartmoor,11.9,19.1,5.8,2,SW,26,43,1011.6,NA,17.8,Yes,No
2009-12-09,Dartmoor,7.2,23.5,0,4.8,WNW,35,38,1007.1,NA,23,No,No
2009-12-10,Dartmoor,12,19.9,0.6,6.4,W,37,45,1007.2,NA,19.3,No,Yes
2009-12-11,Dartmoor,7.1,18.6,1.4,4.4,W,30,47,1019.7,NA,17.7,Yes,No
2009-12-12,Dartmoor,12.6,22.1,0.6,3.6,W,30,57,1019.3,NA,20.1,No,No
2009-12-13,Dartmoor,13,20.3,1,4,SSW,22,74,1022,NA,18,No,No
2009-12-14,Dartmoor,6,24.7,0,2.4,SE,17,42,1021.3,NA,23.9,No,No
2009-12-15,Dartmoor,8.7,36.2,0,5.4,WNW,17,18,1014.6,NA,33.8,No,No
2009-12-16,Dartmoor,16.1,40.5,0,12,WNW,48,12,1007,NA,38.6,No,Yes
2009-12-17,Dartmoor,15.4,16.6,17.8,13.6,SW,28,96,1012.3,NA,13.9,Yes,Yes
2009-12-18,Dartmoor,7.1,20.9,8.6,3.2,WNW,35,55,1018.1,NA,20.2,Yes,No
2009-12-19,Dartmoor,11.8,18.5,0.4,4.4,SSW,24,59,1022.1,NA,17,No,No
2009-12-20,Dartmoor,9.3,21.7,0.2,4,SW,11,52,1018.3,NA,20.8,No,No
2009-12-21,Dartmoor,7.7,26,0,5.2,SSW,15,40,1012,NA,24.6,No,No
2009-12-22,Dartmoor,8.1,28.9,0,7,SW,15,38,1011.1,NA,27,No,No
2009-12-23,Dartmoor,12.9,40.7,0.6,5.8,NW,48,13,1002.7,NA,38.1,No,No
2009-12-24,Dartmoor,18.7,21.3,0.6,16.2,SW,30,58,1009.5,NA,19.7,No,Yes
2009-12-25,Dartmoor,9,20.7,2.6,1.8,SSW,20,44,1017.7,NA,20,Yes,No
2009-12-26,Dartmoor,5.7,22.1,0,3.8,SSW,22,49,1019.3,NA,21,No,No
2009-12-27,Dartmoor,8.5,24.9,0,5.2,SSW,26,54,1017.6,NA,23.2,No,No
2009-12-28,Dartmoor,9,26.6,0,6,SSW,20,46,1019.4,NA,25.1,No,No
2009-12-29,Dartmoor,9.7,27.3,0,5,ESE,22,41,1022.3,NA,25.7,No,No
2009-12-30,Dartmoor,13,39.8,0,7.2,NNE,17,17,1013,NA,37.5,No,No
2009-12-31,Dartmoor,19.3,40.7,0,11.4,W,52,52,1003.9,NA,28.4,No,Yes
2010-01-01,Dartmoor,14.1,24.3,2.2,11.4,ESE,17,58,1008.7,NA,21.8,Yes,Yes
2010-01-02,Dartmoor,12.5,20.7,1.2,7,SW,31,54,1016,NA,18.7,Yes,No
2010-01-03,Dartmoor,12.7,19.7,0,5.8,S,13,52,1020.6,NA,18.4,No,No
2010-01-04,Dartmoor,6.2,25.4,0,3.4,SW,15,45,1015.2,NA,23.8,No,No
2010-01-05,Dartmoor,6.8,24.4,0,4.2,SW,20,42,1016.2,NA,23.6,No,No
2010-01-06,Dartmoor,7.3,25,0,5.8,SW,17,37,1018.1,NA,23.6,No,No
2010-01-07,Dartmoor,6.9,31.2,0,6.6,N,11,24,1015.4,NA,27.9,No,No
2010-01-08,Dartmoor,13.3,39,0,7.2,WNW,20,10,1012.1,NA,36.7,No,No
2010-01-09,Dartmoor,11.5,33.6,0,10.8,SSW,20,39,1015.3,NA,30.9,No,No
2010-01-10,Dartmoor,14.4,40.7,0,8.8,SSE,9,17,1013,NA,38.4,No,No
2010-01-11,Dartmoor,20.4,44.2,0,10.8,WNW,37,17,1004.1,NA,40.1,No,Yes
2010-01-12,Dartmoor,21.8,22.4,1.6,13,SW,22,78,1010.3,NA,17.9,Yes,Yes
2010-01-13,Dartmoor,13.7,21.6,12.2,3.2,SSW,24,51,1018.6,NA,19.7,Yes,No
2010-01-14,Dartmoor,9.3,21.3,0,3.8,S,17,49,1020.1,NA,19.2,No,No
2010-01-15,Dartmoor,7.1,27.5,0,4.6,ENE,13,35,1013.6,NA,25.9,No,No
2010-01-16,Dartmoor,11,23.5,0,6,WSW,30,74,1010.6,NA,18.6,No,Yes
2010-01-17,Dartmoor,9.7,19.8,2.4,4.2,SW,33,55,1012.9,NA,16.7,Yes,Yes
2010-01-18,Dartmoor,10.2,19.3,1.2,5,SW,33,51,1015.9,NA,16.7,Yes,No
2010-01-19,Dartmoor,10.4,22.8,0,6,WNW,24,57,1014.2,NA,19.1,No,No
2010-01-20,Dartmoor,11.5,25.5,0,3.4,WSW,28,70,1011.1,NA,21.5,No,No
2010-01-21,Dartmoor,7.5,27.7,0,3.6,WSW,9,27,1009.1,NA,25.7,No,No
2010-01-22,Dartmoor,14.6,32.2,0,4.4,SE,11,40,999.3,NA,29.4,No,No
2010-01-23,Dartmoor,14.4,21.8,0.8,4,S,20,44,1016.4,NA,20.7,No,No
2010-01-24,Dartmoor,5.1,24.5,0,5.2,SSW,28,45,1014.9,NA,22.3,No,No
2010-01-25,Dartmoor,7.7,28.8,0,5.2,WNW,9,34,1011.8,NA,26.6,No,No
2010-01-26,Dartmoor,11.3,24.6,0,6,SSW,26,53,1014.5,NA,23.5,No,No
2010-01-27,Dartmoor,8.3,23,0,5,SSE,20,40,1016.4,NA,22.2,No,No
2010-01-28,Dartmoor,6.2,24.5,0,7.6,SSW,31,51,1011,NA,22,No,No
2010-01-29,Dartmoor,11.5,24,0,6.4,S,24,47,1016.8,NA,22.6,No,No
2010-01-30,Dartmoor,9.1,31.7,0,4.8,NNW,15,17,1011.3,NA,30.1,No,No
2010-01-31,Dartmoor,11.8,30.8,0,7,SW,35,53,1010.9,NA,22.8,No,No
2010-02-01,Dartmoor,9.3,24.3,0,8,ESE,31,42,1015.9,NA,23.5,No,No
2010-02-02,Dartmoor,13.5,38.6,0,6.6,E,20,23,1009.6,NA,37.3,No,No
2010-02-03,Dartmoor,16.7,36.3,0,6.8,NE,19,24,1007.3,NA,35.7,No,Yes
2010-02-04,Dartmoor,19.8,22.2,4.8,9.6,W,11,92,1007.8,NA,21.1,Yes,Yes
2010-02-05,Dartmoor,13.1,22.3,21.4,2.6,S,28,55,1018.4,NA,20.5,Yes,No
2010-02-06,Dartmoor,10.1,24.4,0,4,SE,26,53,1021.4,NA,22.6,No,No
2010-02-07,Dartmoor,13.6,33.7,0,5.4,W,11,31,1018,NA,33.1,No,No
2010-02-08,Dartmoor,14.2,35.3,0,7,SSW,26,34,1018.4,NA,33.3,No,No
2010-02-09,Dartmoor,15.5,36.2,0,7.2,SSW,13,36,1017.1,NA,34.5,No,No
2010-02-10,Dartmoor,17.4,34.8,0,7.4,SW,13,40,1015.2,NA,33.3,No,No
2010-02-11,Dartmoor,17.5,21.3,0,5,SSE,22,98,1012.2,NA,17.9,No,Yes
2010-02-12,Dartmoor,16.6,22.5,22.4,2,SE,26,75,1014.1,NA,20.6,Yes,No
2010-02-13,Dartmoor,12.7,23.9,0,3.2,ESE,22,55,1011.1,NA,22.3,No,No
2010-02-14,Dartmoor,12.1,19.5,0,5.2,SSW,31,88,1011.5,NA,18.3,No,No
2010-02-15,Dartmoor,16.1,25.2,0.4,1.6,SE,26,65,1016,NA,23.5,No,No
2010-02-16,Dartmoor,13.5,28.4,0,3,ESE,11,39,1016.2,NA,27.2,No,No
2010-02-17,Dartmoor,12.4,26.1,0,6.2,S,26,49,1019.6,NA,24.6,No,No
2010-02-18,Dartmoor,14.4,23.8,0,5.4,SE,22,49,1022.8,NA,22.1,No,No
2010-02-19,Dartmoor,12.1,32.1,0,5.2,S,11,36,1016.4,NA,30.7,No,No
2010-02-20,Dartmoor,12.4,37.5,0,6.8,NW,39,19,1006,NA,36,No,No
2010-02-21,Dartmoor,16.5,25,0,10.8,SW,24,63,1011.5,NA,22.8,No,No
2010-02-22,Dartmoor,12.4,23,0,5.6,WNW,30,89,1013.4,NA,16.9,No,No
2010-02-23,Dartmoor,8.3,23.5,1,4.2,SSE,11,41,1022,NA,21.8,No,No
